世代,個体No,実値,適応度, 係数0, 係数1
617,97,-4.537,-45.372,-0.56,0.55
618,9,-5.969,-59.690,0.41,4.37
619,75,-4.579,-45.788,2.18,3.78
620,47,-0.724,-7.243,1.64,1.44
621,27,-5.034,-50.337,3.01,2.99
622,76,-1.653,-16.531,0.12,2.94
623,54,-3.867,-38.674,2.96,1.82
624,85,-8.152,-81.520,3.77,2.71
625,34,-1.059,-10.588,-0.01,2.22
626,97,-16.319,-163.194,0.96,-2.04
627,1,-6.601,-66.007,2.81,0.17
628,85,-2.482,-24.823,-0.41,2.71
629,77,-4.489,-44.890,-0.57,3.42
630,87,-4.718,-47.179,0.05,0.05
631,6,-10.898,-108.984,1.27,5.29
632,98,-4.562,-45.624,-0.83,3.09
633,29,-16.043,-160.425,2.45,-1.73
634,22,-2.838,-28.380,0.03,0.62
635,68,-13.441,-134.413,4.53,1.01
636,47,-10.970,-109.704,2.32,-1.04
637,34,-5.572,-55.719,-0.73,0.40
638,3,-26.864,-268.645,4.72,-1.61
639,66,-39.409,-394.090,0.80,-4.27
640,65,-1.324,-13.242,-0.13,1.80
641,55,-0.672,-6.718,1.53,2.62
642,49,-4.846,-48.460,1.34,-0.17
643,95,-6.732,-67.322,-1.42,2.92
644,77,-11.706,-117.064,4.17,3.28
645,67,-0.302,-3.021,0.55,1.68
646,81,-11.706,-117.064,4.17,3.28
647,67,-3.052,-30.515,-0.35,0.89
648,2,-19.977,-199.767,4.19,-1.13
649,11,-8.635,-86.348,3.76,0.99
650,16,-4.565,-45.649,3.14,1.92
651,40,-8.578,-85.780,1.34,-0.91
652,27,-6.039,-60.393,-0.91,0.46
653,38,-33.661,-336.605,-4.33,-0.28
654,55,-3.265,-32.646,2.40,0.86
655,50,-3.581,-35.810,-0.89,1.86
656,99,-18.023,-180.227,4.01,4.99
657,93,-14.629,-146.287,1.63,5.77
658,13,-0.726,-7.265,1.36,1.23
659,77,-2.138,-21.377,1.66,3.30
660,93,-3.488,-34.880,-0.43,0.80
661,65,-2.974,-29.737,0.44,3.63
662,59,-28.378,-283.776,-4.22,0.92
663,60,-0.380,-3.804,0.51,2.37
664,66,-5.407,-54.065,-0.90,3.34
665,46,-1.645,-16.448,0.02,2.83
666,87,-1.159,-11.589,1.88,1.38
667,85,-11.276,-112.763,1.08,-1.36
668,40,-0.821,-8.208,0.45,2.72
669,44,-2.641,-26.408,2.58,2.36
670,22,-2.042,-20.421,1.94,0.92
671,2,-6.916,-69.163,-0.90,3.82
672,64,-29.152,-291.524,2.66,-3.14
673,53,-3.622,-36.220,0.34,3.78
674,65,-17.330,-173.297,5.15,2.31
675,37,-13.421,-134.210,1.47,-1.63
676,65,-9.464,-94.637,3.79,0.71
677,51,-10.748,-107.481,1.60,5.22
678,44,-2.667,-26.667,2.39,2.86
679,56,-19.360,-193.597,-3.34,1.30
680,93,-2.711,-27.109,1.34,0.39
681,16,-1.893,-18.929,1.77,3.14
682,9,-24.101,-241.007,-3.88,2.55
683,30,-25.224,-252.242,-1.08,-2.57
684,84,-7.396,-73.959,-1.64,1.34
685,30,-1.868,-18.677,2.37,2.05
686,41,-13.384,-133.844,-2.19,0.21
687,91,-0.667,-6.666,0.18,2.01
688,60,-5.225,-52.251,-0.22,3.93
689,59,-14.697,-146.967,-2.44,0.30
690,67,-7.044,-70.437,-1.61,2.50
691,93,-5.145,-51.449,-0.44,3.75
692,47,-10.443,-104.426,3.93,3.37
693,90,-2.959,-29.588,2.68,1.62
694,52,-21.049,-210.494,2.27,6.41
695,42,-7.970,-79.704,2.21,-0.55
696,54,-13.277,-132.771,-1.89,4.22
697,21,-13.901,-139.007,0.31,5.66
698,74,-8.301,-83.011,-0.55,-0.43
699,62,-11.179,-111.790,-1.86,3.73
700,36,-37.159,-371.590,6.14,5.27
701,99,-5.867,-58.669,3.19,0.96
702,51,-1.742,-17.425,2.13,1.33
703,64,-6.616,-66.160,-0.23,4.26
704,80,-0.799,-7.987,1.88,2.13
705,36,-6.631,-66.314,3.21,0.68
706,99,-4.421,-44.210,1.31,-0.08
707,21,-4.228,-42.277,-0.41,3.49
708,63,-2.373,-23.730,1.75,0.66
709,93,-14.805,-148.046,2.52,5.53
710,33,-3.093,-30.934,-0.44,3.01
711,69,-2.936,-29.363,2.55,1.26
712,1,-10.145,-101.446,-1.64,0.22
713,74,-3.282,-32.825,1.41,0.23
714,91,-6.364,-63.643,-1.35,1.08
715,99,-0.116,-1.159,0.91,2.33
716,12,-0.654,-6.535,0.57,2.68
717,51,-28.955,-289.552,-2.68,5.93
718,96,-5.588,-55.882,2.61,3.73
719,69,-30.355,-303.548,6.06,-0.17
720,13,-8.855,-88.551,-0.03,-0.79
721,9,-13.212,-132.116,2.22,5.43
722,39,-2.730,-27.303,0.44,3.55
723,80,-5.719,-57.194,3.20,2.93
724,62,-1.194,-11.943,-0.08,1.83
725,21,-7.864,-78.645,-1.50,0.73
726,23,-4.258,-42.577,-0.61,3.29
727,6,-8.348,-83.484,2.60,4.41
728,49,-3.088,-30.884,-0.15,0.67
729,85,-8.876,-88.762,1.12,4.98
730,37,-5.852,-58.519,-0.80,3.62
731,71,-2.447,-24.472,1.94,0.75
732,38,-1.165,-11.649,1.70,2.82
733,4,-5.528,-55.276,-1.35,1.91
734,63,-0.451,-4.507,0.92,2.67
735,67,-11.502,-115.020,-1.94,0.31
736,8,-6.065,-60.648,-0.17,-0.17
737,88,-8.743,-87.425,3.94,1.70
738,68,-1.852,-18.517,-0.14,2.75
739,93,-0.207,-2.069,1.33,2.31
740,82,-19.982,-199.817,-0.17,-2.31
741,58,-1.936,-19.365,1.76,3.17
742,2,-6.131,-61.311,1.86,-0.32
743,42,-5.697,-56.972,2.10,-0.12
744,53,-4.308,-43.076,2.99,2.60
745,22,-5.262,-52.622,1.51,4.24
746,16,-6.967,-69.671,-1.12,3.57
747,81,-11.774,-117.742,0.15,-1.32
748,68,-3.049,-30.488,-0.09,3.37
749,12,-11.230,-112.301,0.98,5.35
750,90,-34.009,-340.087,2.29,-3.69
751,98,-10.799,-107.990,4.21,2.69
752,7,-5.129,-51.288,-0.13,3.96
753,78,-22.549,-225.488,4.06,5.63
754,22,-6.371,-63.711,-1.15,0.68
755,9,-0.247,-2.473,0.58,2.27
756,96,-3.426,-34.264,-0.49,3.10
757,28,-6.275,-62.753,3.50,1.84
758,53,-4.789,-47.895,0.88,-0.19
759,41,-8.772,-87.721,3.85,2.81
760,90,-2.105,-21.055,2.44,1.87
761,39,-7.185,-71.851,-1.62,1.45
762,30,-2.835,-28.351,2.66,1.71
763,45,-7.834,-78.337,0.47,-0.75
764,4,-1.357,-13.568,1.32,3.12
765,81,-1.135,-11.352,2.03,1.72
766,85,-7.108,-71.079,2.64,-0.10
767,51,-28.354,-283.538,3.36,-2.77
768,33,-1.642,-16.418,1.56,3.15
769,79,-7.721,-77.213,-1.68,1.25
770,56,-2.425,-24.249,-0.21,1.02
771,49,-0.174,-1.745,0.83,2.38
772,25,-2.582,-25.816,0.54,3.54
773,1,-0.080,-0.804,0.74,2.11
774,35,-0.322,-3.222,0.54,2.34
775,97,-18.885,-188.852,5.32,1.50
776,3,-5.381,-53.814,-0.99,0.81
777,16,-7.097,-70.971,3.62,2.46
778,65,-8.801,-88.011,3.79,0.98
779,65,-4.896,-48.964,2.12,3.91
780,86,-9.465,-94.648,1.48,5.04
781,45,-4.424,-44.237,3.05,2.46
782,11,-15.461,-154.611,-1.89,4.67
783,33,-0.241,-2.415,0.52,2.09
784,1,-16.799,-167.994,5.09,2.28
785,18,-3.875,-38.750,-0.86,1.36
786,87,-11.584,-115.839,1.36,-1.38
787,2,-4.949,-49.492,-1.22,1.92
788,7,-5.544,-55.442,3.26,1.34
789,79,-1.978,-19.776,2.20,2.74
790,27,-41.232,-412.321,6.41,5.47
791,16,-0.133,-1.331,0.66,1.88
792,81,-3.054,-30.542,-0.03,3.41
793,70,-3.584,-35.840,1.66,0.23
794,35,-6.784,-67.836,3.58,2.37
795,45,-2.709,-27.090,2.22,3.11
796,27,-9.482,-94.817,0.50,5.04
797,66,-2.220,-22.202,2.06,0.95
798,65,-1.781,-17.814,-0.28,2.39
799,89,-12.714,-127.140,1.21,-1.56
800,34,-3.183,-31.829,-0.56,1.14
801,79,-8.910,-89.103,2.33,4.67
802,94,-10.599,-105.992,1.65,5.19
803,68,-10.363,-103.633,3.92,0.65
804,56,-9.273,-92.730,0.80,-1.04
805,97,-0.201,-2.012,0.86,2.43
806,45,-1.207,-12.073,-0.08,1.78
807,38,-10.640,-106.401,3.24,-0.37
808,11,-6.430,-64.295,-0.93,3.64
809,87,-4.366,-43.664,-0.93,2.81
810,99,-17.899,-178.993,3.84,-1.13
811,80,-5.395,-53.954,2.46,0.19
812,67,-1.363,-13.630,0.42,0.99
813,62,-1.966,-19.656,0.80,0.61
814,88,-6.918,-69.184,3.30,0.73
815,68,-2.787,-27.869,-0.67,1.95
816,81,-15.539,-155.388,-0.24,-1.74
817,80,-27.146,-271.463,5.96,3.60
818,77,-3.806,-38.063,-0.12,3.60
819,47,-2.537,-25.374,-0.59,2.13
820,24,-7.526,-75.259,1.98,-0.56
821,4,-11.983,-119.826,2.73,-1.00
822,83,-5.087,-50.873,1.97,4.04
823,92,-0.109,-1.088,0.70,1.86
824,8,-2.082,-20.818,2.09,2.94
825,98,-6.454,-64.543,-0.75,0.16
826,2,-0.346,-3.463,1.06,2.59
827,62,-23.181,-231.812,-2.98,4.71
828,67,-21.972,-219.721,5.62,1.20
829,83,-15.027,-150.275,-2.51,0.35
830,86,-29.955,-299.548,5.40,-1.26
831,96,-10.546,-105.460,4.23,1.66
832,98,-3.986,-39.862,1.18,3.99
833,55,-15.148,-151.479,4.89,2.09
834,89,-0.804,-8.044,1.89,1.92
835,30,-0.412,-4.118,1.03,2.64
836,86,-1.019,-10.193,0.05,2.33
837,23,-1.083,-10.832,0.01,2.32
838,5,-1.110,-11.101,1.32,1.00
839,59,-37.180,-371.799,-3.40,-2.22
840,32,-19.261,-192.614,-1.27,5.76
841,90,-4.662,-46.625,2.97,2.89
842,98,-13.916,-139.155,2.21,-1.53
843,20,-6.696,-66.959,-1.25,3.27
844,84,-3.908,-39.083,2.96,1.71
845,49,-3.322,-33.218,2.38,0.81
846,71,-2.394,-23.936,2.08,0.90
847,60,-4.240,-42.405,1.27,-0.04
848,87,-3.430,-34.304,2.00,0.44
849,98,-11.024,-110.238,3.47,4.22
850,34,-4.482,-44.818,2.07,3.83
851,32,-25.350,-253.501,1.90,-2.95
852,34,-5.473,-54.729,-1.34,2.11
853,49,-15.634,-156.336,-2.41,4.01
854,52,-10.113,-101.126,2.97,-0.50
855,89,-15.778,-157.778,4.73,0.63
856,9,-5.489,-54.890,1.22,4.33
857,66,-3.083,-30.831,-0.53,2.86
858,96,-10.521,-105.207,-2.12,2.87
859,47,-18.049,-180.488,5.24,2.31
860,94,-2.329,-23.289,2.32,2.77
861,95,-2.555,-25.552,-0.60,1.90
862,43,-2.309,-23.086,1.73,0.67
863,35,-32.163,-321.630,2.15,-3.55
864,21,-5.796,-57.960,-1.01,0.68
865,67,-3.001,-30.014,2.47,1.08
866,82,-0.783,-7.826,1.29,2.84
867,43,-0.114,-1.141,0.92,1.67
868,79,-3.374,-33.739,1.79,3.66
869,27,-6.739,-67.394,2.80,0.13
870,15,-3.089,-30.895,0.84,3.75
871,72,-3.740,-37.405,2.87,1.51
872,95,-0.087,-0.871,1.28,1.91
873,50,-1.415,-14.149,0.24,1.09
874,68,-1.805,-18.050,0.98,3.34
875,65,-21.094,-210.940,-3.58,1.68
876,46,-8.880,-88.800,2.85,4.33
877,90,-11.346,-113.457,-0.57,4.98
878,5,-3.309,-33.094,-0.24,0.66
879,71,-5.911,-59.114,-0.73,3.71
880,63,-19.617,-196.171,2.48,6.17
881,44,-1.514,-15.137,1.14,3.22
882,50,-4.011,-40.106,-1.00,1.99
883,28,-11.361,-113.611,4.36,1.72
884,75,-7.382,-73.819,2.14,-0.47
885,30,-1.256,-12.561,1.43,3.04
886,20,-1.751,-17.513,2.01,2.85
887,96,-16.401,-164.011,2.69,-1.68
888,78,-5.223,-52.233,3.12,2.86
889,40,-14.256,-142.565,3.22,5.06
890,17,-3.409,-34.092,2.28,3.33
891,90,-9.185,-91.855,2.69,-0.51
892,68,-2.599,-25.987,0.92,0.39
893,48,-6.695,-66.949,3.27,0.76
894,92,-7.150,-71.499,1.76,4.56
895,38,-8.139,-81.387,-1.70,2.91
896,87,-1.308,-13.076,2.00,2.56
897,52,-6.966,-69.660,3.12,3.57
898,36,-14.172,-141.719,4.70,2.71
899,26,-20.166,-201.658,0.05,-2.39
900,9,-13.679,-136.790,4.70,1.85
901,68,-7.720,-77.205,-0.36,-0.42
902,53,-6.291,-62.909,-1.10,0.64
903,80,-6.589,-65.887,3.57,2.02
904,69,-15.210,-152.096,4.84,2.68
905,79,-15.366,-153.658,3.85,-0.69
906,50,-10.326,-103.255,2.25,-0.96
907,31,-7.229,-72.288,3.21,0.46
908,50,-8.089,-80.895,-0.89,-0.12
909,17,-9.954,-99.540,2.71,-0.65
910,8,-2.546,-25.464,-0.08,3.18
911,83,-8.621,-86.207,3.76,3.00
912,46,-0.104,-1.040,0.79,1.75
913,26,-1.959,-19.589,-0.09,2.88
914,27,-7.408,-74.079,-1.68,1.53
915,55,-4.423,-44.229,-0.48,3.50
916,43,-6.423,-64.229,1.51,-0.48
917,29,-16.497,-164.966,2.22,-1.88
918,7,-13.675,-136.752,-0.73,-1.27
919,10,-0.563,-5.628,1.00,1.25
920,23,-19.546,-195.457,-3.35,1.20
921,5,-3.668,-36.675,0.17,3.72
922,96,-18.106,-181.057,-1.49,-1.45
923,43,-19.827,-198.272,2.00,-2.34
924,2,-1.305,-13.049,1.39,3.07
925,54,-1.065,-10.652,0.53,2.92
926,97,-5.110,-51.100,-0.81,0.65
927,26,-4.621,-46.210,-1.14,2.17
928,42,-0.313,-3.133,1.19,1.47
929,92,-30.661,-306.605,4.73,-2.09
930,41,-52.432,-524.318,-2.52,-4.33
931,52,-4.734,-47.337,2.98,1.11
932,4,-20.499,-204.993,4.03,-1.36
933,20,-6.798,-67.976,0.40,-0.54
934,1,-0.230,-2.303,1.11,1.53
935,35,-2.151,-21.505,2.19,2.85
936,10,-24.513,-245.134,-3.54,0.04
937,75,-0.865,-8.651,0.97,1.07
938,46,-0.307,-3.070,0.75,2.49
939,20,-4.195,-41.955,-0.70,3.14
940,86,-2.927,-29.268,-0.71,2.01
941,82,-13.052,-130.521,-2.42,3.18
942,36,-8.884,-88.839,0.17,-0.86
943,20,-3.008,-30.081,1.26,0.28
944,46,-0.778,-7.781,1.39,2.79
945,1,-30.490,-304.895,6.29,3.60
946,86,-42.346,-423.464,-5.13,-0.19
947,12,-17.424,-174.239,-1.55,-1.30
948,36,-6.133,-61.334,1.67,-0.38
949,8,-5.044,-50.438,2.52,3.66
950,70,-16.216,-162.159,2.25,5.83
951,28,-0.354,-3.536,1.59,1.93
952,21,-2.110,-21.097,2.01,0.96
953,84,-6.773,-67.734,3.18,3.42
954,15,-4.893,-48.932,2.20,0.14
955,23,-9.111,-91.109,3.83,3.06
956,96,-2.718,-27.180,-0.11,3.22
957,48,-13.813,-138.133,-2.55,0.91
958,55,-13.377,-133.765,-1.32,4.82
959,57,-36.746,-367.463,5.27,-2.30
960,76,-5.608,-56.079,1.96,-0.17
961,82,-21.331,-213.307,3.16,6.08
962,27,-3.838,-38.379,0.51,0.10
963,30,-2.512,-25.123,0.19,0.64
964,65,-5.533,-55.331,3.26,1.36
965,35,-1.378,-13.784,1.01,0.83
966,60,-31.792,-317.923,6.05,4.50
967,19,-0.216,-2.159,1.14,2.44
968,84,-2.941,-29.405,-0.69,2.31
969,27,-2.941,-29.405,-0.69,2.31
970,61,-25.440,-254.399,3.16,-2.56
971,47,-25.522,-255.219,0.44,-3.02
972,80,-10.263,-102.625,-1.09,4.43
973,47,-21.336,-213.360,-2.95,-0.39
974,58,-2.003,-20.029,2.41,1.95
975,10,-34.641,-346.406,0.27,-3.84
976,86,-11.189,-111.886,-2.13,3.18
977,2,-8.481,-84.810,3.75,2.96
978,83,-8.294,-82.940,2.42,-0.51
979,89,-3.861,-38.605,1.57,0.12
980,54,-2.515,-25.148,2.55,1.65
981,61,-4.105,-41.048,1.57,0.05
982,65,-0.485,-4.850,1.56,1.59
983,70,-11.367,-113.673,2.80,4.85
984,96,-3.133,-31.331,2.64,2.66
985,14,-3.033,-30.333,0.76,0.28
986,96,-5.817,-58.172,2.10,4.14
987,31,-20.767,-207.675,-0.93,-2.13
988,13,-7.966,-79.662,-0.72,4.24
989,20,-22.153,-221.530,4.22,-1.43
990,67,-0.846,-8.455,1.82,2.41
991,50,-13.291,-132.910,-0.82,5.16
992,37,-5.199,-51.991,-1.23,1.53
993,89,-10.856,-108.562,4.24,1.40
994,25,-8.641,-86.413,0.13,4.81
995,15,-4.171,-41.706,2.43,0.54
996,10,-6.731,-67.315,-0.06,4.37
997,20,-11.226,-112.262,4.23,2.91
998,70,-0.554,-5.538,0.91,2.74
999,7,-7.753,-77.528,3.77,1.71
